license_number,business_name,license_group,business_licenses,license_type,physical_address,county,expiration_date,tier,canopy_type,indoor_canopy_sqft,outdoor_canopy_sqft,endorsement,sos_registration_number
060-10152697992,Mother Magnolia Medicinals and M3,Recreational Wholesaler,Mother Magnolia Cannabis Co.,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-01-24,,,0,0,, 
060-1015409AB9B,Weedbucks Wholesale,Recreational Wholesaler,"Weedbucks Wholesale, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-05-31,,,0,0,, 
060-10154183DAE,White Label Distribution,Recreational Wholesaler,"WL Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2024-10-05,,,0,0,, 
060-10156181E3F,Fire Only,Recreational Wholesaler,GTA LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-02-02,,,0,0,, 
060-1015655A550,Oregon Cannabis Wholesale,Recreational Wholesaler,McLanahan Investments LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-05-23,,,0,0,Wholesaler For Hire Trimming, 
060-1015754F7D9,ABC2,Recreational Wholesaler,Eek Inc,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-02-23,,,0,0,"Medical Marijuana Wholesaler, Wholesaler For Hire Trimming", 
060-1015806F509,TBH Wholesale,Recreational Wholesaler,Segreto LLC,Recreational Wholesaler,Exempt from Public Disclosure,Malheur,2025-01-26,,,0,0,, 
060-10158363367,Grohi Farms,Recreational Wholesaler,grohill Produce LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-02-21,,,0,0,, 
060-1015842709C,Pankees,Recreational Wholesaler,PDX Factor W.D. LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2024-12-10,,,0,0,, 
060-10158565BC1,Apis Hyve LLC,Recreational Wholesaler,Apis Hyve LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-02-15,,,0,0,Medical Marijuana Wholesaler, 
060-1015939D3D1,"Swell Companies Limited, aka Dab Society",Recreational Wholesaler,Weedmart LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-02-16,,,0,0,, 
060-10159513D28,Portland Cannabis Market,Recreational Wholesaler,PCM Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-24,,,0,0,, 
060-10159780F69,CTW,Recreational Wholesaler,"43CC, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-11,,,0,0,, 
060-10159795C17,Sirius Wholesale,Recreational Wholesaler,Serious Enterprises LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-06-22,,,0,0,Medical Marijuana Wholesaler, 
060-10161069317,DM Distribution,Recreational Wholesaler,VLF Polk Property LLC,Recreational Wholesaler,Exempt from Public Disclosure,Polk,2025-04-28,,,0,0,Medical Marijuana Wholesaler, 
060-1016181A490,Cake LLC,Recreational Wholesaler,CAKE LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2024-11-01,,,0,0,, 
060-10162649727,IVXX Moving Co.,Recreational Wholesaler,MCTSA Management Corp,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2024-10-28,,,0,0,, 
060-10162751995,Lifted Northwest,Recreational Wholesaler,BENJAMINSBUDZ LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-22,,,0,0,, 
060-1016366A013,Wykanush Cannabis,Recreational Wholesaler,"Wykanush Ventures, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-08-25,,,0,0,, 
060-1016370605A,Packs Distribution,Recreational Wholesaler,"Cannabend, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Deschutes,2025-04-25,,,0,0,,1588834-5
060-101640942DE,HOTBOX FARMS LLC,Recreational Wholesaler,Hotbox Farms LLC,Recreational Wholesaler,Exempt from Public Disclosure,Malheur,2025-06-28,,,0,0,Medical Marijuana Wholesaler, 
060-101642295A9,REUP Wholesale,Recreational Wholesaler,REUP Wholesale LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-08-04,,,0,0,, 
060-101645988E3,River Grown,Recreational Wholesaler,River Grown LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-04-06,,,0,0,, 
060-1016467EDCE,Engineered Extracts,Recreational Wholesaler,Engineered Extracts LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-01-03,,,0,0,, 
060-10164750CC2,MCCM Scientific LLC,Recreational Wholesaler,MCCM Scientific LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-18,,,0,0,, 
060-1016476A2CE,Fr33dom Farms,Recreational Wholesaler,Hillsboro Industrial Enterprises LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-01-25,,,0,0,, 
060-1016485435D,"Three Lakes Distribution, LLC",Recreational Wholesaler,"Three Lakes Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-02-21,,,0,0,, 
060-1016499FD95,BJS A Grade,Recreational Wholesaler,BJS A Grade LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-05-02,,,0,0,, 
060-1016507F3C1,PCM-BEND,Recreational Wholesaler,PCM Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Deschutes,2024-09-19,,,0,0,, 
060-101654447D5,Columbia Wholesale,Recreational Wholesaler,"Columbia Wholesale, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-04-01,,,0,0,, 
060-10165945430,POTENT FARMS DISTRIBUTION LLC,Recreational Wholesaler,POTENT FARMS DISTRIBUTION LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-04-19,,,0,0,, 
060-10166702BF7,Cream,Recreational Wholesaler,Cream Management LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-04-04,,,0,0,Medical Marijuana Wholesaler, 
060-1016676F378,DYME Distribution,Recreational Wholesaler,"Halo Winberry Holdings, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-04-27,,,0,0,Medical Marijuana Wholesaler, 
060-1016689907F,Disco Distro,Recreational Wholesaler,Sitka Northwest LLC,Recreational Wholesaler,Exempt from Public Disclosure,Marion,2025-02-03,,,0,0,, 
060-1016699A883,Fire Dept. Cannabis,Recreational Wholesaler,"Broadway Project, Inc.",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-12-05,,,0,0,Medical Marijuana Wholesaler, 
060-1016726322D,Fire Dept. Cannabis,Recreational Wholesaler,FD Project Inc.,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-03-25,,,0,0,, 
060-10167325CF3,Nectar,Recreational Wholesaler,"Nectar Markets, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Josephine,2025-04-21,,,0,0,"Medical Marijuana Wholesaler, Medical Marijuana Wholesaler", 
060-1016747022A,The Higher Calling,Recreational Wholesaler,"Wild Flower Wholesale Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-06-21,,,0,0,Medical Marijuana Wholesaler, 
060-10168145D52,Benson Arbor,Recreational Wholesaler,Arbor Farms LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2024-11-30,,,0,0,, 
060-1016845DBB9,Nimble Distribution,Recreational Wholesaler,JHMR Inc,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-05-20,,,0,0,, 
060-10168747499,Buddies Wholesale,Recreational Wholesaler,"Cook Investments Northwest Oregon, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2024-11-16,,,0,0,, 
060-10168933999,Moon Lite Distribution,Recreational Wholesaler,Moon Lite Distribution LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-08,,,0,0,, 
060-1016957B9FF,Indulge Distribution,Recreational Wholesaler,SDK1 LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-11-01,,,0,0,Wholesaler For Hire Trimming, 
060-1016971B39D,ABC3,Recreational Wholesaler,Eek Inc,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-03-27,,,0,0,, 
060-10169898089,The Harvest Center & Associates,Recreational Wholesaler,The Harvest Center & Associates LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-05-02,,,0,0,, 
060-1017014B891,Natural Roots Distribution,Recreational Wholesaler,Oregon Natural Roots LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-08-17,,,0,0,, 
060-10171112B7F,Kaleafa,Recreational Wholesaler,123 Pacific Highway LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-07-27,,,0,0,, 
060-10171347431,Green Dragon Wholesale,Recreational Wholesaler,Green Dragon Wholesale LLC / Green Dragon Extracts LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-07-27,,,0,0,Medical Marijuana Wholesaler, 
060-10171701C1F,Farmer Ken's,Recreational Wholesaler,"Little Oak, Inc",Recreational Wholesaler,Exempt from Public Disclosure,Lincoln,2025-06-20,,,0,0,, 
060-10171815F7A,"PB Industries, LLC",Recreational Wholesaler,"PB Industries, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-03-08,,,0,0,, 
060-1017205A562,ASAP BUDS,Recreational Wholesaler,"ASAP BUDS, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-02-09,,,0,0,, 
060-10173124FDE,Pharmer's Market,Recreational Wholesaler,"Arbor Assets, Incorporated",Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-02-23,,,0,0,Medical Marijuana Wholesaler, 
060-1017313AD83,Pharmer's Market,Recreational Wholesaler,"Arbor Assets, Incorporated",Recreational Wholesaler,Exempt from Public Disclosure,Marion,2025-02-23,,,0,0,, 
060-1017369D6D3,ANM Wholesaler 2,Recreational Wholesaler,ANM Wholesale 2 LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2024-08-05,,,0,0,, 
060-10173713AAB,HOODVIEW CANNABIS LLC,Recreational Wholesaler,Hoodview Cannabis LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-10-28,,,0,0,, 
060-1017393D8FA,Green Beehive,Recreational Wholesaler,"Green Beehive II, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Washington,2024-11-03,,,0,0,, 
060-10174099619,"Agricola wholesale, Inc",Recreational Wholesaler,"Agricola Wholesale, Inc.",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-09-30,,,0,0,Medical Marijuana Wholesaler, 
060-10174190796,Ice Cream Cannabis,Recreational Wholesaler,Family Exotics 2 LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-04-06,,,0,0,, 
060-1017430C9B0,Reefer Distribution (IND),Recreational Wholesaler,JV Extraction LLC/JV Wholesale LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-09-16,,,0,0,, 
060-10174428D19,Oregon's Top Shelf,Recreational Wholesaler,"Oregon's Top Shelf, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-03-09,,,0,0,, 
060-101744462B2,Grown Rogue - Airport,Recreational Wholesaler,Grown Rogue Gardens LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2024-11-11,,,0,0,, 
060-1017500BF19,Crop Valley,Recreational Wholesaler,Crop Valley LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-04-26,,,0,0,, 
060-101750766AF,Dr. Jolly's,Recreational Wholesaler,Dr. Jolly's Industries LLC,Recreational Wholesaler,Exempt from Public Disclosure,Deschutes,2024-11-28,,,0,0,Medical Marijuana Wholesaler, 
060-1017572C5AE,Real Oregon,Recreational Wholesaler,Real Oregon Inc,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-05-09,,,0,0,, 
060-10178309303,Entourage Cannabis,Recreational Wholesaler,CBDiscovery LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2024-12-01,,,0,0,, 
060-10179439B53,Arise Cannabis,Recreational Wholesaler,"M & J Agronomics, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-08-31,,,0,0,, 
060-101799964E4,Third Time Is A Charm LLC,Recreational Wholesaler,Third Time is a Charm LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2024-11-15,,,0,0,, 
060-1018016E47A,Dark Horse Distribution,Recreational Wholesaler,"Oregon Ag and Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Baker,2024-12-22,,,0,0,, 
060-10182264459,Redeye Distro Inc.,Recreational Wholesaler,Redeye Distro Inc.,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-02-21,,,0,0,, 
060-101844922E7,Movement Cannabis,Recreational Wholesaler,Oregon Resources Marketing LLC / Oregon Resources Wholesale LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-03-16,,,0,0,, 
060-1018581A34C,ANM PDX Wholesale 1,Recreational Wholesaler,"ANM, Inc.",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-04-07,,,0,0,, 
060-1018745F999,Buzz Box,Recreational Wholesaler,BTHCR PDX LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-04-12,,,0,0,, 
060-10187515A49,Emerald Valley Wholesale,Recreational Wholesaler,Emerald Valley Processors LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-01-27,,,0,0,Medical Marijuana Wholesaler, 
060-10187750988,White Elk Distribution,Recreational Wholesaler,White Elk LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-03-21,,,0,0,Medical Marijuana Wholesaler, 
060-1018825F60D,Konnex Wholesale,Recreational Wholesaler,Nyno LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-09,,,0,0,Medical Marijuana Wholesaler, 
060-10188510ECF,Gron Distro,Recreational Wholesaler,"Gron Chocolate, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-02-27,,,0,0,, 
060-10188880C02,Drops,Recreational Wholesaler,"Drops, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-05-19,,,0,0,Medical Marijuana Wholesaler, 
060-10188906AF7,Speedcutter LLC,Recreational Wholesaler,Speedcutter LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-05-31,,,0,0,Medical Marijuana Wholesaler, 
060-1018991344B,Empire Holding Group,Recreational Wholesaler,Empire Holding Group LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-26,,,0,0,Medical Marijuana Wholesaler, 
060-10190688A5B,PotLand,Recreational Wholesaler,"PotLand Oregon, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-15,,,0,0,Medical Marijuana Wholesaler, 
060-10190885663,Burnt River Farms,Recreational Wholesaler,"Nectar Markets, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Baker,2024-04-07,,,0,0,, 
060-10191029AC7,CakeGas LLC,Recreational Wholesaler,CakeGas LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-07-11,,,0,0,, 
060-10191254931,JTWIII LLC,Recreational Wholesaler,J.T.W. III LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-04-24,,,0,0,Medical Marijuana Wholesaler, 
060-10192774FFD,Refinery Canna Connoisseur,Recreational Wholesaler,The Natural Refinery LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-05-30,,,0,0,Medical Marijuana Wholesaler, 
060-1019574BFDC,Full Bloom Distribution,Recreational Wholesaler,Full Bloom Distribution LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2025-06-13,,,0,0,Medical Marijuana Wholesaler, 
060-1020225D119,OG Extracts,Recreational Wholesaler,CSGA Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-07-26,,,0,0,, 
060-10206444312,Killa Bees Distribution,Recreational Wholesaler,Killa Bees Distribution LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-07-13,,,0,0,Medical Marijuana Wholesaler, 
060-1021338187D,Avitas,Recreational Wholesaler,Avitas Oregon Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Marion,2025-08-14,,,0,0,, 
060-10218147BB7,Grown with Love Farms,Recreational Wholesaler,Grown with Love Farms Corporation,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-08-16,,,0,0,, 
060-102186094F2,Dr. Jolly's,Recreational Wholesaler,Dr. Jolly's Industries LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-09-01,,,0,0,Medical Marijuana Wholesaler, 
060-1021899FA94,Calyx Wholesale,Recreational Wholesaler,Calyx Wholesale LLC,Recreational Wholesaler,Exempt from Public Disclosure,Marion,2025-07-04,,,0,0,Medical Marijuana Wholesaler, 
060-10219688229,Blue Star Distributions,Recreational Wholesaler,Blue Star Distributions LLC,Recreational Wholesaler,Exempt from Public Disclosure,Washington,2024-11-03,,,0,0,, 
060-1022120DA38,Southern Oregon House of Dank,Recreational Wholesaler,18247 Redwood Highway LLC,Recreational Wholesaler,Exempt from Public Disclosure,Josephine,2024-10-17,,,0,0,, 
060-10221497DB1,WJ,Recreational Wholesaler,WJ Enterprises LLC,Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-08-31,,,0,0,Medical Marijuana Wholesaler, 
060-10221510C21,Diamond Elite LLC,Recreational Wholesaler,Diamond Elite LLC,Recreational Wholesaler,Exempt from Public Disclosure,Josephine,2025-09-21,,,0,0,, 
060-1022200B037,Bridgetown Wholesale,Recreational Wholesaler,Bridgetown Co. LLC,Recreational Wholesaler,Exempt from Public Disclosure,Clackamas,2025-03-15,,,0,0,, 
060-1022244A2C1,Lighthouse,Recreational Wholesaler,Lighthouse Industries Inc,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-06,,,0,0,, 
060-10222636E8A,Milmar LLC,Recreational Wholesaler,Milmar LLC,Recreational Wholesaler,Exempt from Public Disclosure,Josephine,2024-09-21,,,0,0,, 
060-10223304404,Epic Wholesale,Recreational Wholesaler,Epic Flower LLC,Recreational Wholesaler,Exempt from Public Disclosure,Linn,2024-10-13,,,0,0,, 
060-102239267CE,Brophy Ranch,Recreational Wholesaler,Brophy Ranch LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2024-10-04,,,0,0,, 
060-1022475ACAE,Cascade Cannabis Solutions,Recreational Wholesaler,"SOGO, Inc.",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-22,,,0,0,Medical Marijuana Wholesaler, 
060-1022629BF4A,Emerald Gardens Group LLC,Recreational Wholesaler,Emerald Gardens Group LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-11-29,,,0,0,, 
060-1022951F0AC,Williams Wonder Farms,Recreational Wholesaler,WJ Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Josephine,2025-03-13,,,0,0,, 
060-1023091296E,White Label Distribution,Recreational Wholesaler,"WL Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Lane,2025-03-20,,,0,0,Medical Marijuana Wholesaler, 
060-10232485478,DoughBoyz Distro,Recreational Wholesaler,"BrittLeen Investments, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-02-01,,,0,0,, 
060-10234298D33,LTRMN,Recreational Wholesaler,LTRMN Inc,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-04-19,,,0,0,Medical Marijuana Wholesaler, 
060-10235003E82,Ontario Distribution,Recreational Wholesaler,"Ontario Distribution, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Malheur,2025-04-30,,,0,0,Medical Marijuana Wholesaler, 
060-10238735D8F,trinity group,Recreational Wholesaler,Trinity group llc,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2024-09-21,,,0,0,, 
060-10238834FC4,PJ Consulting,Recreational Wholesaler,PJ Consulting LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2024-12-14,,,0,0,, 
060-1023970C68E,Premium Wholesale,Recreational Wholesaler,"Sweetgrass, LLC",Recreational Wholesaler,Exempt from Public Disclosure,Clatsop,2025-06-21,,,0,0,, 
060-10241114B59,The Network,Recreational Wholesaler,Direct Connect Holdings LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-07-16,,,0,0,"Medical Marijuana Wholesaler, Wholesaler For Hire Trimming", 
060-1024229629A,Fuego Unlimited,Recreational Wholesaler,FUEGO FARMZ LLC,Recreational Wholesaler,Exempt from Public Disclosure,Multnomah,2025-06-29,,,0,0,Medical Marijuana Wholesaler, 
060-1024376CEDA,Lightship,Recreational Wholesaler,LIGHTSHIP LLC,Recreational Wholesaler,Exempt from Public Disclosure,Jackson,2025-07-23,,,0,0,, 
